CustomerID,CohortMonth
14723,2010-12
14725,2011-11
14727,2011-03
14729,2010-12
14730,2011-03
14731,2011-05
14732,2011-01
14733,2010-12
14735,2010-12
14737,2010-12
14738,2011-01
14739,2010-12
14740,2011-03
14741,2010-12
14744,2010-12
14745,2011-02
14747,2011-04
14748,2010-12
14752,2011-10
14753,2011-09
14754,2011-02
14755,2011-01
14756,2011-11
14757,2011-09
14758,2011-03
14759,2011-04
14760,2011-02
14761,2011-01
14762,2011-03
14764,2011-10
14765,2011-06
14766,2010-12
14768,2011-08
14769,2010-12
14770,2011-01
14772,2011-08
14775,2010-12
14776,2011-01
14778,2011-02
14779,2011-01
14780,2011-09
14782,2011-01
14784,2011-01
14785,2011-11
14788,2011-11
14789,2011-11
14790,2011-03
14792,2011-10
14793,2011-11
14794,2011-01
14795,2011-06
14796,2010-12
14798,2011-02
14799,2011-10
14800,2010-12
14801,2011-10
14803,2011-02
14804,2011-12
14805,2011-01
14806,2011-09
14808,2011-06
14810,2010-12
14813,2010-12
14815,2011-10
14816,2011-05
14817,2011-03
14818,2011-03
14819,2011-05
14820,2011-06
14821,2010-12
14823,2011-05
14824,2011-09
14825,2010-12
14828,2011-01
14829,2010-12
14830,2011-10
14834,2011-04
14836,2011-11
14837,2011-05
14840,2011-03
14841,2010-12
14842,2011-02
14844,2011-04
14847,2011-07
14849,2010-12
14850,2011-02
14851,2011-03
14852,2011-04
14853,2011-05
14854,2011-03
14855,2011-07
14856,2011-10
14857,2011-07
14859,2011-05
14860,2011-11
14861,2011-10
14862,2011-07
14863,2011-11
14865,2010-12
14866,2010-12
14867,2011-01
14868,2011-04
14869,2011-08
14870,2011-03
14871,2010-12
14873,2011-05
14875,2011-03
14878,2010-12
14880,2011-02
14881,2011-11
14882,2011-11
14883,2011-05
14885,2011-07
14886,2011-04
14887,2011-09
14888,2011-05
14889,2011-01
14890,2011-03
14891,2011-06
14893,2011-11
14894,2011-09
14895,2011-02
14896,2010-12
14897,2011-02
14898,2010-12
14901,2010-12
14902,2011-11
14903,2011-03
14904,2011-11
14905,2011-04
14907,2010-12
14908,2011-09
14910,2011-10
14911,2010-12
14912,2011-04
14913,2010-12
14915,2011-03
14916,2011-01
14918,2011-07
14920,2011-05
14921,2011-05
14923,2011-10
14924,2011-04
14929,2011-11
14930,2011-03
14931,2011-04
14932,2010-12
14934,2011-03
14935,2011-02
14936,2011-03
14937,2011-08
14944,2011-02
14946,2011-11
14947,2011-08
14948,2011-05
14950,2011-11
14951,2011-09
14952,2010-12
14953,2011-11
14954,2011-11
14957,2011-03
14958,2011-04
14959,2011-02
14960,2011-06
14961,2010-12
14962,2011-03
14963,2011-06
14964,2011-04
14965,2011-09
14966,2011-11
14967,2011-10
14968,2011-11
14970,2011-01
14971,2011-10
14972,2011-08
14973,2011-04
14974,2011-11
14975,2011-10
14976,2011-01
14978,2011-01
14981,2011-04
14984,2011-06
14985,2010-12
14987,2010-12
14988,2011-05
14995,2011-03
14997,2011-06
14998,2011-04
15000,2011-10
15002,2010-12
15004,2011-07
15005,2010-12
15006,2011-10
15007,2011-07
15009,2011-11
15010,2011-11
15012,2010-12
15014,2011-06
15016,2011-06
15017,2011-11
15018,2010-12
15019,2011-03
15021,2010-12
15022,2011-10
15023,2010-12
15024,2010-12
15025,2011-11
15026,2011-03
15027,2011-04
15028,2010-12
15030,2011-03
15031,2011-03
15032,2010-12
15033,2011-01
15034,2010-12
15035,2011-09
15036,2011-06
15038,2010-12
15039,2010-12
15041,2011-06
15042,2011-05
15043,2011-11
15044,2010-12
15045,2011-03
15046,2011-01
15047,2011-03
15048,2010-12
15049,2011-03
15050,2011-09
15051,2011-07
15052,2011-01
15053,2011-03
15054,2011-10
15057,2011-01
15058,2011-01
15059,2011-01
15060,2011-11
15061,2010-12
15062,2010-12
15063,2011-05
15065,2011-02
15066,2011-10
15067,2011-03
15068,2011-03
15069,2011-06
15070,2010-12
15071,2011-03
15073,2011-06
15074,2011-08
15075,2011-09
15076,2011-06
15078,2010-12
15079,2010-12
15081,2010-12
15083,2011-03
15087,2011-03
15088,2011-10
15089,2011-08
15090,2011-02
15091,2011-10
15092,2011-03
15093,2010-12
15095,2011-05
15096,2011-10
15097,2011-12
15098,2011-06
15099,2011-09
15100,2010-12
15101,2010-12
15103,2011-09
15104,2011-03
15105,2011-07
15106,2011-03
15107,2010-12
15108,2011-04
15109,2011-04
15110,2011-01
15111,2010-12
15113,2011-10
15114,2011-02
15115,2011-11
15116,2011-05
15117,2011-05
15118,2011-07
15119,2011-04
15120,2011-07
15121,2011-02
15122,2011-02
15123,2011-05
15124,2011-06
15125,2011-03
15127,2011-10
15128,2011-05
15129,2011-02
15130,2011-06
15132,2011-03
15133,2011-02
15134,2011-04
15135,2011-04
15136,2011-09
15139,2011-01
15140,2011-03
15142,2011-10
15143,2011-04
15144,2011-01
15145,2011-04
15146,2011-02
15147,2011-04
15148,2011-11
15149,2011-07
15150,2011-03
15152,2011-06
15153,2011-11
15154,2011-09
15156,2011-11
15157,2010-12
15158,2011-10
15159,2010-12
15160,2010-12
15163,2011-05
15164,2011-01
15165,2010-12
15167,2011-01
15168,2011-11
15171,2011-01
15172,2011-04
15174,2011-01
15175,2011-09
15178,2011-03
15179,2011-01
15180,2010-12
15181,2011-03
15182,2011-03
15184,2011-06
15185,2011-09
15186,2011-06
15187,2011-05
15189,2011-01
15192,2010-12
15193,2011-10
15194,2010-12
15195,2011-12
15197,2010-12
15198,2011-08
15199,2011-02
15201,2011-04
15203,2011-02
15204,2010-12
15205,2011-08
15206,2011-03
15208,2010-12
15210,2011-04
15211,2010-12
15212,2011-04
15213,2011-01
15214,2011-04
15215,2011-09
15216,2011-09
15218,2011-01
15219,2011-06
15220,2011-03
15221,2010-12
15222,2011-01
15223,2011-04
15224,2010-12
15225,2011-04
15226,2011-02
15227,2011-01
15228,2011-02
15230,2011-04
15232,2011-07
15234,2011-03
15235,2010-12
15236,2011-02
15237,2011-04
15238,2011-06
15239,2011-09
15240,2011-02
15241,2011-03
15243,2011-09
15244,2011-04
15245,2011-03
15246,2010-12
15247,2011-08
15249,2011-03
15251,2011-04
15252,2011-06
15253,2011-06
15254,2011-08
15255,2011-10
15256,2011-07
15257,2011-03
15258,2011-05
15260,2010-12
15261,2011-07
15262,2011-01
15263,2011-08
15264,2011-10
15265,2011-04
15266,2011-01
15267,2011-06
15269,2011-11
15270,2011-02
15271,2010-12
15272,2011-09
15274,2011-11
15275,2011-11
15276,2011-10
15277,2011-10
15279,2010-12
15280,2011-06
15281,2011-01
15286,2011-10
15287,2011-09
15288,2010-12
15289,2011-04
15290,2010-12
15291,2010-12
15292,2011-05
15296,2011-01
15297,2011-10
15298,2010-12
15299,2010-12
15300,2011-10
15301,2010-12
15303,2011-02
15304,2010-12
15306,2011-07
15307,2011-09
15308,2011-03
15311,2010-12
15312,2010-12
15313,2011-08
15314,2011-05
15315,2011-08
15316,2011-01
15318,2011-12
15319,2011-03
15320,2011-10
15321,2011-02
15322,2011-09
15325,2011-08
15326,2011-01
15327,2011-10
15329,2011-06
15330,2011-10
15332,2010-12
15333,2011-05
15334,2011-06
15335,2011-10
15339,2011-01
15341,2011-09
15342,2011-08
15343,2011-09
15344,2011-09
15345,2011-10
15346,2011-01
15347,2010-12
15348,2011-09
15349,2011-06
15350,2010-12
15351,2010-12
15353,2010-12
15355,2011-10
15356,2010-12
15358,2010-12
15360,2011-10
15361,2010-12
15363,2010-12
15364,2011-03
15365,2011-01
15366,2010-12
15367,2011-03
15368,2011-11
15370,2011-01
15372,2011-07
15373,2010-12
15374,2011-08
15376,2011-05
15379,2010-12
15380,2010-12
15381,2011-03
15382,2011-02
15384,2010-12
15385,2011-10
15386,2011-06
15388,2011-03
15389,2011-06
15392,2010-12
15393,2011-03
15394,2010-12
15395,2011-01
15396,2011-08
15397,2011-02
15398,2011-09
15399,2011-09
15400,2011-03
15402,2011-05
15405,2011-06
15406,2011-02
15407,2011-02
15408,2011-03
15410,2011-03
15411,2011-06
15412,2011-06
15414,2011-04
15415,2011-01
15416,2011-03
15417,2011-09
15419,2011-11
15421,2011-02
15422,2011-01
15423,2011-11
15424,2011-03
15426,2010-12
15427,2011-10
15428,2011-11
15429,2011-09
15432,2011-11
15433,2011-03
15434,2011-05
15435,2011-11
15436,2011-04
15437,2011-03
15438,2011-07
15440,2011-05
15442,2011-04
15443,2011-01
15444,2011-10
15445,2011-03
15447,2011-01
15448,2011-01
15449,2011-03
15450,2011-11
15452,2011-03
15453,2011-06
15454,2010-12
15456,2010-12
15457,2011-03
15458,2011-11
15460,2010-12
15462,2011-06
15463,2011-11
15464,2011-01
15465,2010-12
15466,2011-09
15467,2011-07
15468,2011-10
15469,2011-08
15471,2011-12
15472,2011-08
15473,2011-10
15475,2011-09
15478,2011-10
15480,2011-08
15482,2010-12
15483,2011-03
15484,2011-09
15485,2010-12
15488,2011-09
15489,2011-05
15491,2011-04
15492,2011-09
15493,2011-03
15494,2011-08
15497,2011-01
15498,2010-12
15500,2011-09
15502,2010-12
15503,2010-12
15504,2011-09
15505,2011-07
15506,2011-07
15507,2011-06
15508,2011-04
15510,2011-01
15511,2011-09
15512,2010-12
15513,2010-12
15514,2010-12
15516,2011-10
15517,2011-04
15518,2011-01
15520,2011-12
15521,2011-03
15522,2011-09
15523,2011-09
15524,2011-11
15525,2010-12
15526,2011-11
15527,2010-12
15528,2011-03
15529,2010-12
15530,2011-04
15531,2011-11
15532,2010-12
15533,2011-09
15535,2011-01
15537,2011-06
15539,2011-12
15540,2011-11
15541,2011-08
15543,2011-02
15544,2010-12
15545,2010-12
15547,2010-12
15549,2011-01
15550,2011-02
15551,2011-11
15552,2011-05
15553,2011-10
15554,2011-03
15555,2010-12
15556,2011-11
15557,2011-11
15561,2011-05
15562,2010-12
15563,2010-12
15565,2011-09
15567,2011-11
15568,2011-09
15569,2011-01
15570,2010-12
15571,2011-09
15572,2011-03
15573,2011-09
15574,2010-12
15576,2011-11
15577,2011-02
15578,2011-06
15579,2011-01
15581,2010-12
15582,2011-05
15584,2011-06
15585,2011-06
15587,2010-12
15589,2011-02
15592,2011-10
15593,2011-09
15594,2011-04
15596,2010-12
15597,2011-11
15598,2011-10
15599,2011-05
15601,2010-12
15602,2010-12
15603,2011-09
15604,2011-10
15605,2010-12
15606,2011-01
15607,2011-01
15608,2011-08
15609,2011-06
15610,2011-10
15611,2011-01
15612,2011-10
15615,2010-12
15618,2011-07
15619,2011-11
15620,2010-12
15621,2011-11
15622,2011-03
15623,2011-07
15624,2011-03
15625,2011-04
15626,2011-01
15628,2010-12
15630,2011-05
15632,2011-03
15634,2011-11
15636,2011-03
15637,2011-10
15639,2011-07
15640,2010-12
15641,2010-12
15643,2011-03
15644,2011-03
15645,2011-11
15646,2010-12
15648,2011-03
15649,2010-12
15651,2011-03
15652,2011-09
15653,2011-08
15654,2011-11
15655,2011-04
15656,2011-02
15657,2011-11
15658,2010-12
15659,2011-10
15660,2010-12
15661,2011-01
15663,2011-08
15664,2011-10
15665,2011-04
15667,2011-10
15668,2011-05
15669,2011-03
15670,2011-02
15671,2011-03
15673,2011-01
15674,2011-03
15675,2011-03
15676,2011-03
15677,2011-10
15678,2011-10
15679,2011-06
15680,2010-12
15681,2011-03
15683,2011-08
15687,2011-01
15689,2010-12
15690,2011-08
15691,2011-04
15692,2011-11
15694,2010-12
15695,2011-03
15696,2011-01
15699,2011-11
15700,2011-06
15701,2011-08
15703,2011-03
15704,2011-05
15705,2011-05
15706,2011-08
15707,2011-09
15708,2010-12
15709,2011-03
15712,2011-02
15713,2010-12
15714,2011-09
15716,2010-12
15717,2011-04
15719,2011-01
15720,2011-11
15721,2011-11
15722,2011-02
15723,2010-12
15724,2011-02
15725,2011-11
15727,2010-12
15729,2011-05
15730,2011-05
15732,2010-12
15733,2011-03
15734,2011-05
15737,2011-04
15738,2010-12
15739,2011-10
15740,2011-10
15743,2011-06
15744,2011-09
15745,2011-04
15746,2011-07
15747,2011-06
15748,2011-10
15749,2011-01
15750,2010-12
15752,2010-12
15753,2011-02
15754,2011-04
15755,2011-02
15756,2011-04
15757,2011-05
15758,2011-11
15759,2010-12
15762,2011-09
15763,2011-09
15764,2011-03
15766,2011-10
15768,2011-04
15769,2010-12
15773,2011-12
15774,2011-10
15775,2011-04
15776,2011-07
15777,2010-12
15780,2010-12
15781,2011-02
15782,2011-09
15783,2011-11
15785,2011-02
15786,2011-08
15787,2011-10
15789,2010-12
15790,2011-11
15791,2011-05
15793,2011-03
15795,2011-07
15796,2011-02
15797,2011-01
15799,2011-01
15800,2011-04
15801,2011-08
15802,2011-07
15803,2011-10
15804,2011-05
15805,2010-12
15806,2011-03
15807,2011-09
15808,2010-12
15809,2011-02
15810,2011-02
15811,2010-12
15812,2011-01
15813,2011-04
15814,2011-10
15815,2011-03
15819,2011-03
15820,2011-01
15821,2011-10
15822,2010-12
15823,2010-12
15825,2011-06
15826,2011-05
15827,2010-12
15829,2011-07
15830,2011-11
15831,2011-01
15832,2011-03
15834,2011-03
15835,2011-01
15836,2011-10
15837,2011-10
15838,2010-12
15839,2011-07
15840,2011-06
15841,2011-01
15843,2011-02
15844,2011-10
15845,2011-01
15847,2011-02
15850,2011-06
15852,2011-05
15853,2011-10
15854,2010-12
15855,2011-03
15856,2010-12
15857,2011-11
15858,2010-12
15860,2010-12
15861,2011-03
15862,2010-12
15863,2011-05
15864,2011-01
15865,2011-05
15866,2011-08
15867,2010-12
15869,2011-03
15870,2011-11
15872,2011-11
15874,2011-02
15877,2011-11
15880,2010-12
15881,2010-12
15882,2010-12
15883,2011-11
15885,2011-02
15886,2011-10
15888,2011-09
15889,2010-12
15891,2011-04
15894,2010-12
15895,2011-07
15897,2011-05
15898,2010-12
15899,2010-12
15900,2011-11
15901,2011-07
15903,2011-02
15904,2011-12
15906,2011-03
15907,2011-05
15909,2011-06
15910,2011-01
15912,2011-04
15916,2010-12
15917,2011-04
15918,2011-03
15919,2010-12
15920,2011-07
15921,2011-06
15922,2010-12
15923,2010-12
15925,2011-05
15930,2011-10
15932,2011-02
15933,2011-09
15935,2011-04
15937,2011-10
15938,2011-01
15939,2011-01
15940,2011-02
15942,2011-07
15944,2011-03
15945,2010-12
15947,2011-09
15948,2011-10
15949,2011-09
15950,2010-12
15951,2011-02
15952,2011-04
15953,2010-12
15955,2010-12
15957,2011-11
15958,2011-09
15963,2011-10
15965,2010-12
15967,2011-01
15969,2011-06
15970,2011-02
15971,2011-02
15973,2010-12
15974,2011-02
15975,2011-09
15976,2011-05
15977,2011-10
15978,2011-09
15980,2011-03
15981,2011-02
15983,2010-12
15984,2010-12
15985,2011-04
15986,2011-11
15987,2010-12
15988,2011-11
15990,2011-02
15992,2011-12
15993,2011-10
15994,2011-10
15996,2010-12
15998,2010-12
16000,2011-12
16003,2010-12
16005,2011-03
16006,2011-05
16007,2011-05
16008,2011-05
16009,2011-07
16010,2010-12
16011,2010-12
16012,2011-07
16013,2010-12
16014,2011-02
16015,2011-10
16016,2010-12
16017,2011-10
16018,2011-06
16019,2010-12
16020,2011-10
16022,2011-03
16023,2011-03
16024,2011-11
16025,2011-11
16026,2011-10
16027,2011-02
16029,2010-12
16030,2011-02
16031,2011-04
16033,2010-12
16034,2011-01
16036,2011-03
16037,2010-12
16038,2011-05
16040,2011-03
16041,2011-07
16042,2011-01
16043,2011-01
16045,2011-02
16048,2010-12
16049,2011-09
16050,2011-06
16052,2011-10
16053,2011-08
16054,2011-07
16055,2011-05
16056,2011-10
16057,2011-02
16059,2010-12
16062,2010-12
16063,2011-03
16065,2010-12
16066,2011-08
16070,2011-11
16071,2011-10
16072,2011-02
16073,2011-02
16076,2011-05
16078,2011-03
16079,2011-10
16080,2011-03
16081,2010-12
16083,2010-12
16084,2011-02
16085,2011-01
16086,2010-12
16091,2011-05
16092,2011-03
16093,2011-08
16094,2011-05
16096,2011-03
16097,2011-04
16098,2010-12
16099,2011-04
16101,2011-09
16102,2011-08
16103,2011-04
16104,2011-10
16105,2011-04
16106,2011-10
16107,2011-06
16108,2011-09
16109,2011-02
16110,2011-02
16112,2011-01
16113,2011-06
16114,2011-06
16115,2011-02
16116,2011-05
16117,2011-06
16119,2011-09
16120,2011-10
16121,2011-05
16122,2010-12
16123,2011-10
16124,2011-01
16125,2010-12
16126,2011-02
16127,2011-10
16128,2011-03
16131,2011-04
16133,2011-01
16134,2010-12
16135,2011-03
16136,2011-03
16139,2011-05
16140,2010-12
16141,2011-09
16142,2011-04
16143,2010-12
16144,2011-04
16145,2010-12
16146,2011-04
16147,2011-07
16148,2011-02
16149,2011-07
16150,2010-12
16152,2011-03
16153,2010-12
16156,2011-02
16157,2011-09
16159,2011-03
16160,2011-09
16161,2010-12
16162,2011-04
16163,2010-12
16164,2011-10
16168,2010-12
16169,2011-09
16170,2011-04
16171,2011-10
16172,2011-04
16173,2011-09
16174,2011-07
16175,2011-04
16177,2011-10
16178,2011-07
16179,2011-10
16180,2011-04
16181,2011-09
16182,2011-02
16183,2011-10
16184,2011-05
16185,2011-04
16186,2010-12
16187,2011-02
16188,2011-04
16189,2011-09
16190,2011-10
16191,2010-12
16193,2011-04
16198,2011-09
16200,2011-06
16201,2011-08
16202,2010-12
16203,2010-12
16204,2011-11
16205,2011-06
16206,2011-01
16207,2011-11
16208,2011-02
16209,2011-04
16210,2010-12
16211,2011-09
16212,2011-03
16213,2011-09
16214,2011-03
16215,2011-09
16216,2011-03
16217,2011-03
16218,2010-12
16221,2010-12
16222,2011-01
16224,2011-04
16225,2011-03
16226,2011-04
16227,2011-04
16229,2011-05
16230,2011-05
16232,2011-05
16233,2010-12
16235,2011-01
16236,2011-09
16239,2011-06
16240,2011-09
16241,2010-12
16242,2011-03
16243,2011-10
16244,2010-12
16245,2011-03
16247,2011-06
16248,2011-10
16249,2011-04
16250,2010-12
16253,2011-03
16255,2010-12
16256,2011-03
16257,2011-06
16258,2011-05
16260,2011-10
16261,2011-04
16265,2010-12
16266,2011-05
16268,2011-09
16270,2010-12
16271,2010-12
16272,2011-08
16274,2010-12
16275,2011-05
16276,2011-06
16278,2011-08
16279,2011-06
16281,2011-09
16282,2011-01
16283,2011-05
16284,2011-10
16287,2011-06
16292,2011-08
16293,2010-12
16295,2011-10
16297,2011-03
16298,2011-06
16302,2011-08
16303,2011-01
16305,2011-07
16306,2010-12
16308,2011-03
16309,2011-04
16311,2011-10
16313,2011-10
16315,2011-01
16316,2010-12
16317,2011-02
16318,2011-11
16319,2011-05
16320,2011-05
16321,2011-01
16322,2011-11
16323,2011-05
16324,2011-06
16325,2011-04
16326,2011-01
16327,2010-12
16330,2011-08
16332,2011-02
16333,2011-02
16337,2011-11
16338,2011-07
16339,2011-02
16340,2011-08
16341,2011-05
16342,2011-06
16343,2011-11
16344,2011-07
16345,2011-10
16347,2011-11
16348,2011-04
16349,2011-02
16350,2011-01
16351,2011-01
16352,2011-11
16353,2010-12
16354,2011-09
16356,2011-03
16357,2011-05
16358,2011-06
16359,2011-01
16360,2011-09
16361,2011-09
16362,2011-09
16363,2011-10
16364,2011-07
16365,2010-12
16366,2011-11
16367,2010-12
16368,2011-11
16369,2011-05
16370,2011-04
16372,2011-11
16374,2011-03
16376,2011-11
16377,2011-03
16378,2011-02
16379,2011-09
16380,2011-10
16383,2011-03
16384,2011-03
16385,2010-12
16386,2011-03
16387,2011-01
16389,2011-03
16392,2011-03
16393,2010-12
16394,2011-02
16395,2011-01
16398,2011-03
16399,2011-04
16400,2011-09
16401,2011-01
16402,2010-12
16403,2011-01
16404,2011-09
16405,2011-02
16406,2011-11
16407,2011-01
16409,2011-01
16411,2010-12
16412,2011-10
16413,2011-10
16414,2011-03
16415,2011-10
16416,2011-10
16418,2011-04
16419,2011-02
16422,2010-12
16423,2011-11
16424,2011-06
16425,2011-02
16426,2011-03
16427,2011-02
16429,2011-08
16430,2011-10
16431,2011-02
16432,2011-10
16433,2011-11
16434,2011-02
16438,2011-09
16440,2011-05
16441,2011-02
16442,2010-12
16444,2011-03
16445,2011-11
16446,2011-05
16447,2011-07
16448,2011-05
16449,2011-03
16450,2011-07
16451,2011-09
16454,2011-10
16455,2010-12
16456,2010-12
16457,2011-05
16458,2010-12
16460,2011-09
16461,2011-06
16462,2011-03
16463,2011-05
16464,2011-07
16466,2011-02
16468,2011-09
16469,2011-04
16470,2010-12
16471,2011-03
16473,2011-01
16474,2011-07
16475,2011-03
16477,2010-12
16478,2011-10
16479,2011-11
16480,2011-09
16482,2011-11
16483,2011-05
16484,2011-06
16485,2011-09
16488,2011-07
16491,2011-10
16493,2011-01
16494,2011-02
16495,2011-03
16496,2011-01
16497,2011-01
16498,2011-06
16499,2010-12
16500,2011-01
16503,2010-12
16504,2011-11
16505,2011-11
16506,2011-10
16509,2011-02
16510,2010-12
16511,2011-03
16513,2011-10
16515,2011-02
16516,2011-11
16517,2011-03
16518,2011-02
16519,2010-12
16520,2010-12
16523,2011-01
16525,2010-12
16526,2011-06
16527,2011-09
16528,2011-12
16529,2011-06
16531,2010-12
16532,2011-01
16533,2011-10
16535,2011-12
16536,2011-08
16539,2010-12
16542,2011-10
16545,2011-06
16546,2010-12
16549,2011-01
16550,2010-12
16551,2011-01
16552,2010-12
16553,2010-12
16554,2011-01
16555,2011-08
16556,2010-12
16557,2011-07
16558,2010-12
16560,2010-12
16561,2011-10
16563,2011-10
16565,2010-12
16566,2011-02
16567,2011-01
16569,2011-12
16570,2011-02
16571,2011-03
16572,2011-03
16573,2011-02
16574,2011-09
16581,2011-06
16582,2011-08
16583,2010-12
16584,2011-03
16586,2011-04
16587,2011-04
16589,2011-07
16591,2011-10
16592,2011-02
16593,2011-01
16594,2011-09
16595,2011-10
16596,2010-12
16597,2011-12
16598,2011-02
16600,2011-01
16601,2011-10
16602,2011-11
16603,2011-09
16607,2010-12
16609,2011-04
16610,2011-05
16611,2011-06
16612,2011-02
16613,2011-09
16614,2011-06
16616,2011-07
16617,2011-04
16618,2011-01
16619,2011-03
16620,2011-03
16621,2011-03
16623,2011-04
16624,2011-05
16625,2011-03
16626,2011-03
16627,2011-09
16628,2011-04
16629,2011-09
16633,2011-04
16634,2010-12
16637,2011-04
16638,2010-12
16639,2011-04
16641,2011-08
16642,2011-05
16643,2011-04
16644,2011-05
16647,2011-05
16648,2011-10
16650,2011-09
16652,2011-03
16653,2011-09
16654,2010-12
16655,2011-01
16656,2010-12
16657,2011-03
16658,2010-12
16659,2011-06
16660,2011-01
16665,2010-12
16666,2011-11
16667,2011-02
16668,2011-02
16669,2011-09
16670,2010-12
16671,2011-06
16672,2011-03
16674,2011-09
16676,2011-01
16678,2011-03
16679,2010-12
16680,2011-10
16681,2011-03
16682,2011-06
16684,2010-12
16685,2011-10
16686,2010-12
16688,2011-10
16689,2011-09
16690,2011-05
16692,2011-02
16693,2011-03
16696,2011-04
16697,2011-04
16698,2011-03
16700,2010-12
16701,2010-12
16705,2010-12
16706,2011-08
16708,2011-10
16709,2011-03
16710,2010-12
16711,2010-12
16712,2011-03
16713,2010-12
16714,2011-01
16715,2011-09
16716,2011-02
16717,2010-12
16718,2010-12
16719,2010-12
16720,2011-11
16721,2011-03
16722,2010-12
16723,2011-08
16725,2010-12
16726,2010-12
16727,2010-12
16728,2011-03
16729,2011-04
16730,2011-01
16732,2011-11
16734,2011-08
16735,2011-01
16737,2011-10
16738,2011-02
16739,2011-06
16742,2011-10
16743,2010-12
16744,2011-06
16745,2011-02
16746,2010-12
16747,2011-10
16748,2011-01
16750,2011-04
16751,2011-11
16752,2010-12
16753,2011-10
16754,2010-12
16755,2011-01
16756,2011-05
16757,2011-01
16758,2011-10
16759,2011-11
16761,2011-09
16762,2011-07
16763,2011-05
16764,2011-07
16765,2011-02
16766,2011-03
16767,2011-01
16768,2011-03
16769,2011-03
16770,2010-12
16771,2011-01
16773,2011-10
16774,2011-06
16775,2010-12
16776,2011-10
16777,2011-03
16778,2011-03
16779,2010-12
16780,2011-03
16781,2010-12
16782,2010-12
16784,2011-11
16788,2011-03
16789,2011-12
16790,2011-11
16791,2011-01
16792,2011-03
16793,2011-10
16794,2011-06
16795,2010-12
16796,2011-09
16800,2011-11
16801,2011-03
16803,2011-10
16804,2011-03
16805,2010-12
16806,2011-04
16807,2011-03
16808,2011-03
16809,2011-03
16810,2011-05
16811,2011-11
16812,2010-12
16813,2011-05
16814,2010-12
16816,2010-12
16817,2010-12
16818,2011-05
16820,2011-09
16823,2011-04
16824,2011-06
16825,2011-06
16826,2011-10
16828,2011-08
16829,2011-07
16830,2011-11
16832,2011-05
16833,2011-01
16834,2011-04
16835,2010-12
16836,2011-08
16837,2011-04
16838,2011-02
16839,2010-12
16841,2011-02
16842,2011-02
16843,2011-01
16846,2011-10
16847,2011-10
16848,2011-10
16849,2011-06
16850,2011-01
16851,2011-10
16852,2011-06
16855,2011-10
16856,2011-11
16858,2010-12
16859,2011-03
16861,2011-07
16863,2010-12
16866,2011-07
16869,2011-06
16871,2011-03
16872,2011-06
16873,2010-12
16875,2011-01
16877,2011-05
16878,2011-09
16880,2011-06
16881,2011-10
16882,2011-01
16883,2010-12
16884,2011-11
16885,2010-12
16887,2011-11
16889,2011-01
16891,2010-12
16892,2011-06
16893,2010-12
16895,2011-10
16897,2011-01
16898,2010-12
16899,2010-12
16900,2011-10
16902,2011-08
16903,2011-11
16904,2010-12
16905,2010-12
16906,2011-04
16907,2010-12
16909,2011-09
16910,2011-09
16912,2011-01
16913,2011-02
16914,2011-11
16915,2011-03
16916,2010-12
16917,2011-03
16918,2011-01
16919,2010-12
16921,2011-10
16923,2010-12
16924,2011-09
16926,2010-12
16927,2010-12
16928,2010-12
16929,2011-07
16930,2011-10
16931,2010-12
16932,2011-10
16933,2011-04
16934,2011-10
16936,2011-11
16938,2011-02
16940,2011-02
16942,2011-04
16943,2011-01
16945,2010-12
16947,2011-04
16948,2011-01
16949,2011-01
16950,2010-12
16951,2011-02
16952,2011-08
16953,2011-11
16954,2010-12
16955,2010-12
16956,2011-11
16957,2011-03
16959,2011-09
16960,2011-04
16961,2011-08
16963,2011-06
16965,2011-04
16966,2011-04
16967,2011-06
16968,2011-08
16969,2011-06
16971,2011-11
16976,2011-03
16978,2011-09
16979,2011-02
16980,2011-02
16982,2011-10
16983,2010-12
16984,2011-08
16985,2010-12
16986,2011-11
16987,2011-05
16988,2011-12
16989,2011-07
16990,2011-05
16992,2011-02
16996,2010-12
16997,2011-01
16998,2011-02
16999,2011-09
17001,2010-12
17002,2011-02
17004,2011-09
17006,2011-09
17007,2010-12
17010,2011-11
17011,2011-11
17014,2011-10
17015,2011-06
17017,2010-12
17018,2011-01
17019,2010-12
17022,2011-11
17024,2011-07
17025,2010-12
17026,2010-12
17027,2011-01
17029,2011-04
17030,2011-10
17031,2011-07
17033,2010-12
17034,2011-02
17035,2011-02
17037,2011-09
17038,2011-11
17040,2011-07
17041,2010-12
17042,2011-04
17043,2011-03
17044,2011-11
17045,2011-04
17046,2011-07
17047,2011-05
17048,2011-01
17049,2011-03
17050,2011-02
17051,2011-05
17052,2011-11
17053,2011-08
17054,2011-04
17058,2011-04
17059,2010-12
17060,2011-03
17061,2011-04
17062,2010-12
17063,2011-02
17064,2011-01
17068,2010-12
17069,2010-12
17070,2011-08
17071,2011-02
17073,2011-08
17075,2011-01
17076,2010-12
17078,2011-11
17079,2011-09
17080,2011-03
17081,2011-10
17082,2011-01
17083,2011-02
17084,2011-11
17085,2010-12
17086,2011-10
17088,2011-03
17090,2010-12
17091,2010-12
17092,2011-03
17094,2011-01
17095,2011-01
17096,2011-03
17097,2010-12
17100,2011-11
17101,2011-06
17102,2011-03
17105,2011-02
17107,2011-03
17109,2011-04
17110,2011-06
17111,2011-10
17114,2011-01
17115,2011-04
