CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment,CustomerValue
13538,43,7,1280.85,175,182.97857142857143,3,5,4,354,Loyal Customers,High Value
13539,86,3,631.34,320,210.4466666666667,2,3,3,233,At Risk,Medium Value
13544,40,2,276.06,112,138.03,3,2,2,322,Regular Customers,Medium Value
13546,12,3,621.09,357,207.03,5,3,3,533,Potential Loyalists,Medium Value
13548,96,2,678.16,436,339.08,2,2,3,223,Lost Customers,Medium Value
13549,26,7,918.2,458,131.17142857142858,4,5,3,453,Loyal Customers,Medium Value
13551,319,1,91.80000000000001,12,91.80000000000001,1,1,1,111,Lost Customers,Low Value
13552,66,12,3740.07,1417,311.6725,3,5,5,355,Loyal Customers,High Value
13555,74,4,4098.88,2636,1024.72,2,4,5,245,At Risk,High Value
13557,28,2,584.06,546,292.03,4,2,3,423,Potential Loyalists,Medium Value
13558,6,4,594.52,338,148.63,5,4,3,543,Loyal Customers,Medium Value
13560,7,1,171.42000000000002,63,171.42000000000002,5,1,1,511,New Customers,Low Value
13561,216,1,141.85999999999999,83,141.85999999999999,1,1,1,111,Lost Customers,Low Value
13562,82,3,1799.3300000000002,757,599.7766666666668,2,3,4,234,Big Spenders,High Value
13563,84,2,777.53,209,388.765,2,2,3,223,Lost Customers,Medium Value
13564,144,3,1724.67,636,574.89,2,3,4,234,Big Spenders,High Value
13565,19,2,240.22,172,120.11,4,2,1,421,New Customers,Low Value
13566,41,2,856.84,567,428.42,3,2,3,323,Regular Customers,Medium Value
13568,173,1,187.05,66,187.05,2,1,1,211,Lost Customers,Low Value
13569,17,2,338.62,156,169.31,4,2,2,422,Potential Loyalists,Medium Value
13570,243,1,239.49,161,239.49,1,1,1,111,Lost Customers,Low Value
13571,13,12,2088.94,1757,174.07833333333335,5,5,5,555,Champions,High Value
13572,206,1,1384.25,534,1384.25,1,1,4,114,Big Spenders,High Value
13573,50,2,290.25,302,145.125,3,2,2,322,Regular Customers,Medium Value
13575,23,5,732.07,449,146.41400000000002,4,4,3,443,Loyal Customers,Medium Value
13576,10,18,6717.34,2646,373.18555555555554,5,5,5,555,Champions,Very High Value
13577,25,4,1687.6000000000001,791,421.90000000000003,4,4,4,444,Champions,High Value
13579,15,2,467.04,176,233.52,4,2,2,422,Potential Loyalists,Medium Value
13581,309,1,118.0,30,118.0,1,1,1,111,Lost Customers,Low Value
13583,156,1,781.03,725,781.03,2,1,3,213,Lost Customers,Medium Value
13584,307,1,142.4,37,142.4,1,1,1,111,Lost Customers,Low Value
13587,64,1,712.4,180,712.4,3,1,3,313,Regular Customers,Medium Value
13588,16,9,2478.95,2606,275.43888888888887,4,5,5,455,Champions,High Value
13589,15,2,379.65,114,189.825,4,2,2,422,Potential Loyalists,Medium Value
13590,11,6,1981.92,1848,330.32,5,5,4,554,Champions,High Value
13591,65,3,1117.13,485,372.3766666666667,3,3,4,334,Big Spenders,High Value
13592,36,4,247.95999999999998,84,61.989999999999995,3,4,1,341,Regular Customers,Low Value
13593,108,5,2011.88,719,402.37600000000003,2,4,4,244,At Risk,High Value
13594,53,1,396.97,359,396.97,3,1,2,312,Regular Customers,Medium Value
13596,6,2,664.11,384,332.055,5,2,3,523,Potential Loyalists,Medium Value
13598,47,1,160.04,52,160.04,3,1,1,311,Regular Customers,Low Value
13599,1,21,5149.92,3293,245.2342857142857,5,5,5,555,Champions,Very High Value
13600,312,1,219.52,324,219.52,1,1,1,111,Lost Customers,Low Value
13601,45,2,693.32,548,346.66,3,2,3,323,Regular Customers,Medium Value
13602,65,1,428.89,267,428.89,3,1,2,312,Regular Customers,Medium Value
13603,26,1,164.34,164,164.34,4,1,1,411,New Customers,Low Value
13606,29,3,276.75,276,92.25,4,3,2,432,Potential Loyalists,Medium Value
13607,40,1,675.51,288,675.51,3,1,3,313,Regular Customers,Medium Value
13610,12,7,1082.33,488,154.6185714285714,5,5,4,554,Champions,High Value
13611,89,3,1154.4,754,384.8,2,3,4,234,Big Spenders,High Value
13614,24,4,1585.46,564,396.365,4,4,4,444,Champions,High Value
13615,319,1,417.69,189,417.69,1,1,2,112,Lost Customers,Medium Value
13617,40,3,544.18,300,181.39333333333332,3,3,3,333,Regular Customers,Medium Value
13618,174,1,177.34,246,177.34,2,1,1,211,Lost Customers,Low Value
13621,117,1,213.85,343,213.85,2,1,1,211,Lost Customers,Low Value
13623,31,5,727.74,286,145.548,4,4,3,443,Loyal Customers,Medium Value
13626,253,1,257.23,209,257.23,1,1,2,112,Lost Customers,Medium Value
13627,59,5,1638.47,1269,327.694,3,4,4,344,Loyal Customers,High Value
13629,23,11,7792.36,4372,708.3963636363636,4,5,5,455,Champions,Very High Value
13630,5,7,2031.78,1391,290.2542857142857,5,5,4,554,Champions,High Value
13631,100,11,3070.42,467,279.1290909090909,2,5,5,255,At Risk,High Value
13632,25,5,2118.93,1031,423.78599999999994,4,4,5,445,Champions,High Value
13634,33,5,1547.3600000000001,700,309.47200000000004,3,4,4,344,Loyal Customers,High Value
13635,68,1,1071.03,677,1071.03,3,1,4,314,Big Spenders,High Value
13636,37,5,949.12,592,189.824,3,4,4,344,Loyal Customers,Medium Value
13637,52,3,804.3,405,268.09999999999997,3,3,3,333,Regular Customers,Medium Value
13638,16,1,122.64,93,122.64,4,1,1,411,New Customers,Low Value
13639,74,1,1033.34,800,1033.34,2,1,4,214,Big Spenders,High Value
13642,216,1,312.28,151,312.28,1,1,2,112,Lost Customers,Medium Value
13643,31,3,519.44,273,173.14666666666668,4,3,3,433,Potential Loyalists,Medium Value
13644,16,4,2624.26,2067,656.065,4,4,5,445,Champions,High Value
13645,120,1,252.1,158,252.1,2,1,2,212,Lost Customers,Medium Value
13647,10,4,1648.1200000000001,887,412.03000000000003,5,4,4,544,Champions,High Value
13649,257,2,346.6,139,173.3,1,2,2,122,Lost Customers,Medium Value
13650,17,6,1836.3400000000001,922,306.0566666666667,4,5,4,454,Champions,High Value
13651,35,2,94.2,33,47.1,3,2,1,321,Regular Customers,Low Value
13652,46,3,1095.08,578,365.02666666666664,3,3,4,334,Big Spenders,High Value
13654,43,6,2707.33,2182,451.22166666666664,3,5,5,355,Loyal Customers,High Value
13655,114,2,932.97,605,466.485,2,2,3,223,Lost Customers,Medium Value
13656,165,2,379.65,490,189.825,2,2,2,222,Lost Customers,Medium Value
13657,11,2,382.14,209,191.07,5,2,2,522,Potential Loyalists,Medium Value
13658,10,5,2639.17,1019,527.8340000000001,5,4,5,545,Champions,High Value
13659,206,2,1563.0,882,781.5,1,2,4,124,Big Spenders,High Value
13662,86,3,881.26,533,293.75333333333333,2,3,3,233,At Risk,Medium Value
13663,179,1,189.47,91,189.47,1,1,1,111,Lost Customers,Low Value
13666,60,3,84.65,41,28.21666666666667,3,3,1,331,Regular Customers,Low Value
13667,149,1,299.05,149,299.05,2,1,2,212,Lost Customers,Medium Value
13668,3,21,6309.83,3722,300.46809523809526,5,5,5,555,Champions,Very High Value
13669,51,2,218.55,237,109.275,3,2,1,321,Regular Customers,Low Value
13670,75,1,349.7,282,349.7,2,1,2,212,Lost Customers,Medium Value
13672,301,2,186.39000000000001,57,93.19500000000001,1,2,1,121,Lost Customers,Low Value
13673,19,2,387.44,114,193.72,4,2,2,422,Potential Loyalists,Medium Value
13675,151,2,486.82000000000005,330,243.41000000000003,2,2,2,222,Lost Customers,Medium Value
13678,152,1,232.6,924,232.6,2,1,1,211,Lost Customers,Low Value
13680,1,4,3719.12,1934,929.78,5,4,5,545,Champions,High Value
13681,18,4,827.83,360,206.9575,4,4,3,443,Loyal Customers,Medium Value
13682,187,1,59.5,10,59.5,1,1,1,111,Lost Customers,Low Value
13684,286,1,65.13,38,65.13,1,1,1,111,Lost Customers,Low Value
13685,3,7,3119.44,5056,445.63428571428574,5,5,5,555,Champions,High Value
13686,183,1,72.0,70,72.0,1,1,1,111,Lost Customers,Low Value
13689,63,1,910.0,512,910.0,3,1,3,313,Regular Customers,Medium Value
13690,59,1,172.25,67,172.25,3,1,1,311,Regular Customers,Low Value
13692,25,3,1488.32,1226,496.1066666666666,4,3,4,434,Potential Loyalists,High Value
13694,4,50,65039.62,63312,1300.7924,5,5,5,555,Champions,Very High Value
13695,31,15,2504.13,1603,166.942,4,5,5,455,Champions,High Value
13697,39,1,151.3,177,151.3,3,1,1,311,Regular Customers,Low Value
13699,155,1,308.58000000000004,66,308.58000000000004,2,1,2,212,Lost Customers,Medium Value
13700,26,10,2248.63,2281,224.863,4,5,5,455,Champions,High Value
13703,318,1,99.5,10,99.5,1,1,1,111,Lost Customers,Low Value
13704,5,9,2308.06,1531,256.4511111111111,5,5,5,555,Champions,High Value
13705,8,3,711.86,363,237.28666666666666,5,3,3,533,Potential Loyalists,Medium Value
13706,303,1,330.79,189,330.79,1,1,2,112,Lost Customers,Medium Value
13707,267,2,806.41,351,403.205,1,2,3,123,Lost Customers,Medium Value
13708,271,1,285.33,301,285.33,1,1,2,112,Lost Customers,Medium Value
13709,4,13,6307.650000000001,3508,485.2038461538462,5,5,5,555,Champions,Very High Value
13710,32,1,180.48000000000002,176,180.48000000000002,4,1,1,411,New Customers,Low Value
13711,219,2,252.06,140,126.03,1,2,2,122,Lost Customers,Medium Value
13712,247,1,228.84,352,228.84,1,1,1,111,Lost Customers,Low Value
13715,281,5,1077.39,562,215.478,1,4,4,144,At Risk,High Value
13716,269,1,138.28,138,138.28,1,1,1,111,Lost Customers,Low Value
13717,32,6,1445.01,1959,240.835,4,5,4,454,Champions,High Value
13718,246,2,306.55,173,153.275,1,2,2,122,Lost Customers,Medium Value
13719,15,5,1041.68,609,208.336,4,4,4,444,Champions,High Value
13720,117,4,799.9,501,199.975,2,4,3,243,At Risk,Medium Value
13721,36,1,524.14,316,524.14,3,1,3,313,Regular Customers,Medium Value
13722,132,3,2375.41,1401,791.8033333333333,2,3,5,235,Big Spenders,High Value
13723,217,1,199.85000000000002,43,199.85000000000002,1,1,1,111,Lost Customers,Low Value
13725,50,8,1980.56,806,247.57,3,5,4,354,Loyal Customers,High Value
13726,39,2,1079.66,1054,539.83,3,2,4,324,Big Spenders,High Value
13727,29,2,333.48,162,166.74,4,2,2,422,Potential Loyalists,Medium Value
13728,37,6,1016.14,458,169.35666666666665,3,5,4,354,Loyal Customers,High Value
13730,136,2,752.6,488,376.3,2,2,3,223,Lost Customers,Medium Value
13731,219,2,610.59,278,305.295,1,2,3,123,Lost Customers,Medium Value
13732,28,1,491.86,498,491.86,4,1,3,413,New Customers,Medium Value
13735,25,4,2883.54,1128,720.885,4,4,5,445,Champions,High Value
13736,5,2,729.8,496,364.9,5,2,3,523,Potential Loyalists,Medium Value
13737,200,1,339.59999999999997,125,339.59999999999997,1,1,2,112,Lost Customers,Medium Value
13739,18,1,216.9,54,216.9,4,1,1,411,New Customers,Low Value
13740,241,1,350.75,425,350.75,1,1,2,112,Lost Customers,Medium Value
13741,72,3,668.4300000000001,218,222.81000000000003,2,3,3,233,At Risk,Medium Value
13742,17,12,3107.87,1115,258.9891666666667,4,5,5,455,Champions,High Value
13743,3,7,1341.6,1776,191.65714285714284,5,5,4,554,Champions,High Value
13744,95,2,1080.52,1153,540.26,2,2,4,224,Big Spenders,High Value
13745,162,1,300.04,496,300.04,2,1,2,212,Lost Customers,Medium Value
13747,374,1,79.6,8,79.6,1,1,1,111,Lost Customers,Low Value
13748,96,5,948.25,439,189.65,2,4,4,244,At Risk,Medium Value
13750,54,5,1647.26,516,329.452,3,4,4,344,Loyal Customers,High Value
13751,288,1,296.25,152,296.25,1,1,2,112,Lost Customers,Medium Value
13752,124,6,1175.38,874,195.89666666666668,2,5,4,254,At Risk,High Value
13753,288,1,741.26,512,741.26,1,1,3,113,Lost Customers,Medium Value
13754,152,2,282.6,214,141.3,2,2,2,222,Lost Customers,Medium Value
13755,4,9,2108.06,1242,234.2288888888889,5,5,5,555,Champions,High Value
13756,2,14,5189.52,3188,370.68,5,5,5,555,Champions,Very High Value
13758,12,7,3190.55,1844,455.79285714285714,5,5,5,555,Champions,High Value
13759,33,2,659.4100000000001,287,329.70500000000004,3,2,3,323,Regular Customers,Medium Value
13760,54,2,286.79,197,143.395,3,2,2,322,Regular Customers,Medium Value
13761,50,2,1070.65,642,535.325,3,2,4,324,Big Spenders,High Value
13762,219,1,306.72,272,306.72,1,1,2,112,Lost Customers,Medium Value
13763,63,1,1714.96,728,1714.96,3,1,4,314,Big Spenders,High Value
13764,71,3,1519.42,926,506.47333333333336,3,3,4,334,Big Spenders,High Value
13767,2,37,17220.36,7322,465.41513513513513,5,5,5,555,Champions,Very High Value
13769,2,10,2796.51,1163,279.651,5,5,5,555,Champions,High Value
13771,64,4,2634.45,1477,658.6125,3,4,5,345,Loyal Customers,High Value
13772,34,3,1122.63,540,374.21000000000004,3,3,4,334,Big Spenders,High Value
13774,82,1,345.0,192,345.0,2,1,2,212,Lost Customers,Medium Value
13777,1,33,25977.16,12897,787.1866666666666,5,5,5,555,Champions,Very High Value
13778,103,1,178.70000000000002,70,178.70000000000002,2,1,1,211,Lost Customers,Low Value
13780,7,2,360.01,318,180.005,5,2,2,522,Potential Loyalists,Medium Value
13781,251,1,127.84,30,127.84,1,1,1,111,Lost Customers,Low Value
13782,13,6,908.86,369,151.47666666666666,5,5,3,553,Loyal Customers,Medium Value
13784,10,11,2462.79,2493,223.89,5,5,5,555,Champions,High Value
13786,367,1,230.39999999999998,136,230.39999999999998,1,1,1,111,Lost Customers,Low Value
13787,76,2,309.04,337,154.52,2,2,2,222,Lost Customers,Medium Value
13790,4,1,348.8,748,348.8,5,1,2,512,New Customers,Medium Value
13791,128,2,1516.0,1200,758.0,2,2,4,224,Big Spenders,High Value
13792,66,2,195.55,92,97.775,3,2,1,321,Regular Customers,Low Value
13798,1,57,37153.85,23948,651.8219298245614,5,5,5,555,Champions,Very High Value
13799,117,2,688.86,402,344.43,2,2,3,223,Lost Customers,Medium Value
13800,310,1,558.32,331,558.32,1,1,3,113,Lost Customers,Medium Value
13801,67,1,324.8,168,324.8,3,1,2,312,Regular Customers,Medium Value
13802,139,3,4599.42,2572,1533.14,2,3,5,235,Big Spenders,High Value
13803,255,1,277.07,121,277.07,1,1,2,112,Lost Customers,Medium Value
13804,31,7,2588.39,1462,369.77,4,5,5,455,Champions,High Value
13805,52,2,924.6,1900,462.3,3,2,3,323,Regular Customers,Medium Value
13806,64,1,256.38,56,256.38,3,1,2,312,Regular Customers,Medium Value
13807,367,1,112.6,36,112.6,1,1,1,111,Lost Customers,Low Value
13808,6,5,1747.66,782,349.53200000000004,5,4,4,544,Champions,High Value
13809,305,1,155.05,29,155.05,1,1,1,111,Lost Customers,Low Value
13810,29,3,1499.01,312,499.67,4,3,4,434,Potential Loyalists,High Value
13811,184,3,814.5,68,271.5,1,3,3,133,At Risk,Medium Value
13812,42,3,539.0,333,179.66666666666666,3,3,3,333,Regular Customers,Medium Value
13813,40,4,1366.8600000000001,552,341.71500000000003,3,4,4,344,Loyal Customers,High Value
13814,92,2,1579.12,864,789.56,2,2,4,224,Big Spenders,High Value
13815,22,4,4027.36,2560,1006.84,4,4,5,445,Champions,High Value
13816,24,2,571.6700000000001,269,285.83500000000004,4,2,3,423,Potential Loyalists,Medium Value
13817,29,2,382.98,211,191.49,4,2,2,422,Potential Loyalists,Medium Value
13819,302,3,1140.35,1109,380.1166666666666,1,3,4,134,Big Spenders,High Value
13821,145,2,385.64,153,192.82,2,2,2,222,Lost Customers,Medium Value
13822,6,2,632.0,611,316.0,5,2,3,523,Potential Loyalists,Medium Value
13823,19,2,957.66,439,478.83,4,2,4,424,Potential Loyalists,Medium Value
13824,33,5,1698.94,768,339.788,3,4,4,344,Loyal Customers,High Value
13826,176,1,189.5,82,189.5,2,1,1,211,Lost Customers,Low Value
13827,58,3,409.8,138,136.6,3,3,2,332,Regular Customers,Medium Value
13828,22,1,209.49,311,209.49,4,1,1,411,New Customers,Low Value
13831,16,6,2198.45,743,366.4083333333333,4,5,5,455,Champions,High Value
13832,19,1,52.2,28,52.2,4,1,1,411,New Customers,Low Value
13833,159,1,383.85,117,383.85,2,1,2,212,Lost Customers,Medium Value
13835,25,4,834.57,442,208.6425,4,4,3,443,Loyal Customers,Medium Value
13837,212,2,266.59000000000003,182,133.29500000000002,1,2,2,122,Lost Customers,Medium Value
13838,6,4,674.82,254,168.705,5,4,3,543,Loyal Customers,Medium Value
13841,253,1,85.0,100,85.0,1,1,1,111,Lost Customers,Low Value
13842,59,9,3385.62,1768,376.18,3,5,5,355,Loyal Customers,High Value
13844,11,1,361.62,196,361.62,5,1,2,512,New Customers,Medium Value
13845,65,1,312.98,182,312.98,3,1,2,312,Regular Customers,Medium Value
13846,25,3,865.0600000000001,388,288.35333333333335,4,3,3,433,Potential Loyalists,Medium Value
13848,92,3,1255.0,3700,418.3333333333333,2,3,4,234,Big Spenders,High Value
13849,52,2,1537.95,1016,768.975,3,2,4,324,Big Spenders,High Value
13850,129,1,1595.48,944,1595.48,2,1,4,214,Big Spenders,High Value
13851,96,3,2651.46,1705,883.82,2,3,5,235,Big Spenders,High Value
13853,57,1,1090.14,312,1090.14,3,1,4,314,Big Spenders,High Value
13854,9,25,8109.5199999999995,2296,324.38079999999997,5,5,5,555,Champions,Very High Value
13856,169,3,388.5,494,129.5,2,3,2,232,At Risk,Medium Value
13858,57,1,216.17000000000002,75,216.17000000000002,3,1,1,311,Regular Customers,Low Value
13859,326,1,201.16,129,201.16,1,1,1,111,Lost Customers,Low Value
13860,1,5,1245.9,591,249.18,5,4,4,544,Champions,High Value
13862,18,8,2209.36,1688,276.17,4,5,5,455,Champions,High Value
13863,248,1,305.78000000000003,224,305.78000000000003,1,1,2,112,Lost Customers,Medium Value
13865,58,4,501.56,204,125.39,3,4,3,343,Loyal Customers,Medium Value
13866,74,1,145.67000000000002,57,145.67000000000002,2,1,1,211,Lost Customers,Low Value
13867,31,3,1005.09,501,335.03000000000003,4,3,4,434,Potential Loyalists,High Value
13868,7,2,3192.54,1964,1596.27,5,2,5,525,Potential Loyalists,High Value
13869,123,4,3083.65,1709,770.9125,2,4,5,245,At Risk,High Value
13870,2,8,2770.94,1325,346.3675,5,5,5,555,Champions,High Value
13871,23,13,6403.25,2806,492.5576923076923,4,5,5,455,Champions,Very High Value
13873,120,3,389.6,140,129.86666666666667,2,3,2,232,At Risk,Medium Value
13874,358,1,540.45,180,540.45,1,1,3,113,Lost Customers,Medium Value
13875,54,5,1786.79,1316,357.358,3,4,4,344,Loyal Customers,High Value
13876,64,1,122.7,36,122.7,3,1,1,311,Regular Customers,Low Value
13877,86,1,117.24,108,117.24,2,1,1,211,Lost Customers,Low Value
13878,55,1,1271.57,463,1271.57,3,1,4,314,Big Spenders,High Value
13880,21,13,3219.77,1842,247.67461538461538,4,5,5,455,Champions,High Value
13881,4,20,17159.52,10118,857.976,5,5,5,555,Champions,Very High Value
13882,3,5,1191.13,953,238.22600000000003,5,4,4,544,Champions,High Value
13883,11,5,2674.48,1436,534.896,5,4,5,545,Champions,High Value
13884,7,5,787.6,300,157.52,5,4,3,543,Loyal Customers,Medium Value
13885,189,2,506.8,182,253.4,1,2,3,123,Lost Customers,Medium Value
13886,71,1,243.56,126,243.56,3,1,1,311,Regular Customers,Low Value
13887,204,1,349.55,147,349.55,1,1,2,112,Lost Customers,Medium Value
13888,120,2,595.67,254,297.835,2,2,3,223,Lost Customers,Medium Value
13889,93,1,416.90000000000003,146,416.90000000000003,2,1,2,212,Lost Customers,Medium Value
13890,1,10,1883.81,831,188.381,5,5,4,554,Champions,High Value
13892,27,4,632.97,983,158.2425,4,4,3,443,Loyal Customers,Medium Value
13893,298,1,821.1,190,821.1,1,1,3,113,Lost Customers,Medium Value
13894,24,3,564.62,354,188.20666666666668,4,3,3,433,Potential Loyalists,Medium Value
13895,28,4,2593.07,1365,648.2675,4,4,5,445,Champions,High Value
13897,50,1,311.16,200,311.16,3,1,2,312,Regular Customers,Medium Value
13898,326,1,155.93,133,155.93,1,1,1,111,Lost Customers,Low Value
13899,16,2,388.52,156,194.26,4,2,2,422,Potential Loyalists,Medium Value
13900,183,3,740.95,430,246.98333333333335,1,3,3,133,At Risk,Medium Value
13901,72,5,2867.2000000000003,1739,573.44,2,4,5,245,At Risk,High Value
13904,37,2,332.64,332,166.32,3,2,2,322,Regular Customers,Medium Value
13908,80,4,2369.55,1478,592.3875,2,4,5,245,At Risk,High Value
13911,57,9,2580.91,2731,286.7677777777778,3,5,5,355,Loyal Customers,High Value
13914,12,2,626.45,380,313.225,5,2,3,523,Potential Loyalists,Medium Value
13917,50,2,272.04,228,136.02,3,2,2,322,Regular Customers,Medium Value
13918,50,2,1212.8400000000001,1140,606.4200000000001,3,2,4,324,Big Spenders,High Value
13919,59,2,384.81,474,192.405,3,2,2,322,Regular Customers,Medium Value
13922,352,1,172.25,93,172.25,1,1,1,111,Lost Customers,Low Value
13923,54,1,351.13000000000005,185,351.13000000000005,3,1,2,312,Regular Customers,Medium Value
13924,2,6,1838.8500000000001,1575,306.475,5,5,4,554,Champions,High Value
13925,93,4,678.25,331,169.5625,2,4,3,243,At Risk,Medium Value
13926,23,1,223.85000000000002,104,223.85000000000002,4,1,1,411,New Customers,Low Value
13927,75,1,348.99,214,348.99,2,1,2,212,Lost Customers,Medium Value
13928,11,4,464.57,129,116.1425,5,4,2,542,Potential Loyalists,Medium Value
13929,169,2,842.65,143,421.325,2,2,3,223,Lost Customers,Medium Value
13930,58,2,337.34,274,168.67,3,2,2,322,Regular Customers,Medium Value
13931,96,2,1237.53,725,618.765,2,2,4,224,Big Spenders,High Value
13932,295,1,307.4,72,307.4,1,1,2,112,Lost Customers,Medium Value
13933,109,2,608.79,205,304.395,2,2,3,223,Lost Customers,Medium Value
13934,264,1,922.1,390,922.1,1,1,3,113,Lost Customers,Medium Value
13936,180,1,376.58,330,376.58,1,1,2,112,Lost Customers,Medium Value
13937,169,1,158.85,123,158.85,2,1,1,211,Lost Customers,Low Value
13938,35,1,71.66,70,71.66,3,1,1,311,Regular Customers,Low Value
13939,23,3,568.55,847,189.51666666666665,4,3,3,433,Potential Loyalists,Medium Value
13940,17,4,839.14,516,209.785,4,4,3,443,Loyal Customers,Medium Value
13941,22,5,5112.96,2364,1022.592,4,4,5,445,Champions,Very High Value
13946,79,3,561.57,443,187.19000000000003,2,3,3,233,At Risk,Medium Value
13947,65,1,90.60000000000001,44,90.60000000000001,3,1,1,311,Regular Customers,Low Value
13948,361,1,102.0,40,102.0,1,1,1,111,Lost Customers,Low Value
13949,3,6,2427.32,2474,404.55333333333334,5,5,5,555,Champions,High Value
13950,11,4,745.0600000000001,323,186.26500000000001,5,4,3,543,Loyal Customers,Medium Value
13951,176,3,674.45,459,224.8166666666667,2,3,3,233,At Risk,Medium Value
13952,218,2,3251.071,1431,1625.5355,1,2,5,125,Big Spenders,High Value
13953,7,7,3515.68,2724,502.23999999999995,5,5,5,555,Champions,High Value
13954,2,2,439.92,150,219.96,5,3,2,532,Potential Loyalists,Medium Value
13955,154,2,322.96,154,161.48,2,3,2,232,At Risk,Medium Value
13956,5,5,1019.27,486,203.85399999999998,5,4,4,544,Champions,High Value
13959,79,3,594.04,355,198.01333333333332,2,3,3,233,At Risk,Medium Value
13960,21,2,230.22,142,115.11,4,3,1,431,Regular Customers,Low Value
13962,22,2,169.55,87,84.775,4,3,1,431,Regular Customers,Low Value
13963,308,4,664.54,460,166.135,1,4,3,143,At Risk,Medium Value
13967,146,1,80.7,42,80.7,2,1,1,211,Lost Customers,Low Value
13969,7,18,9024.17,4528,501.34277777777777,5,5,5,555,Champions,Very High Value
13971,19,8,2758.26,1844,344.7825,4,5,5,455,Champions,High Value
13972,71,2,190.25,187,95.125,3,3,1,331,Regular Customers,Low Value
13973,287,1,264.7,109,264.7,1,1,2,112,Lost Customers,Medium Value
13974,49,1,413.59000000000003,249,413.59000000000003,3,1,2,312,Regular Customers,Medium Value
13975,31,6,2461.2400000000002,1697,410.2066666666667,4,5,5,455,Champions,High Value
13976,207,1,357.98,154,357.98,1,1,2,112,Lost Customers,Medium Value
13978,15,2,196.79,315,98.395,4,3,1,431,Regular Customers,Low Value
13979,73,1,869.87,639,869.87,2,1,3,213,Lost Customers,Medium Value
13980,60,1,200.14,172,200.14,3,1,1,311,Regular Customers,Low Value
13982,39,4,1871.81,1136,467.9525,3,4,4,344,Loyal Customers,High Value
13983,30,12,2603.4300000000003,1183,216.95250000000001,4,5,5,455,Champions,High Value
13984,27,5,920.51,679,184.102,4,4,3,443,Loyal Customers,Medium Value
13985,4,15,7060.13,3445,470.67533333333336,5,5,5,555,Champions,Very High Value
13986,17,1,320.46000000000004,430,320.46000000000004,4,1,2,412,New Customers,Medium Value
13988,20,6,4147.96,3044,691.3266666666667,4,5,5,455,Champions,High Value
13989,66,2,1266.08,1313,633.04,3,3,4,334,Big Spenders,High Value
13990,213,1,311.3,190,311.3,1,1,2,112,Lost Customers,Medium Value
13991,12,6,852.88,995,142.14666666666668,5,5,3,553,Loyal Customers,Medium Value
13992,30,1,76.8,64,76.8,4,1,1,411,New Customers,Low Value
13993,43,9,3466.36,900,385.1511111111111,3,5,5,355,Loyal Customers,High Value
13994,4,6,2274.14,932,379.0233333333333,5,5,5,555,Champions,High Value
13995,15,5,1393.69,879,278.738,4,4,4,444,Champions,High Value
13999,10,12,3901.81,2243,325.1508333333333,5,5,5,555,Champions,High Value
14000,211,1,635.66,710,635.66,1,1,3,113,Lost Customers,Medium Value
14001,46,3,2043.0800000000002,962,681.0266666666668,3,3,4,334,Big Spenders,High Value
14002,134,2,529.73,877,264.865,2,3,3,233,At Risk,Medium Value
14004,43,7,4582.64,2668,654.6628571428572,3,5,5,355,Loyal Customers,High Value
14005,10,5,2874.72,2478,574.944,5,4,5,545,Champions,High Value
14006,116,3,962.19,641,320.73,2,3,4,234,Big Spenders,Medium Value
14009,198,2,695.61,365,347.805,1,3,3,133,At Risk,Medium Value
14012,278,1,328.8,160,328.8,1,1,2,112,Lost Customers,Medium Value
14013,110,3,473.02,462,157.67333333333332,2,3,2,232,At Risk,Medium Value
14014,77,1,505.18,1076,505.18,2,1,3,213,Lost Customers,Medium Value
14015,53,1,917.34,378,917.34,3,1,3,313,Regular Customers,Medium Value
14016,162,4,4341.21,2125,1085.3025,2,4,5,245,At Risk,High Value
14019,47,3,1421.61,1037,473.86999999999995,3,3,4,334,Big Spenders,High Value
14020,17,2,642.8,441,321.4,4,3,3,433,Potential Loyalists,Medium Value
14021,155,3,631.9,192,210.63333333333333,2,3,3,233,At Risk,Medium Value
14022,225,1,440.0,487,440.0,1,1,2,112,Lost Customers,Medium Value
14023,7,2,584.07,345,292.035,5,3,3,533,Potential Loyalists,Medium Value
14024,122,2,327.7,150,163.85,2,3,2,232,At Risk,Medium Value
14027,61,1,104.82,62,104.82,3,1,1,311,Regular Customers,Low Value
14029,63,2,467.66,198,233.83,3,3,2,332,Regular Customers,Medium Value
14030,18,8,2358.84,1478,294.855,4,5,5,455,Champions,High Value
14031,7,19,17286.86,5788,909.8347368421053,5,5,5,555,Champions,Very High Value
14032,2,11,2975.59,2032,270.5081818181818,5,5,5,555,Champions,High Value
14034,22,3,648.89,420,216.29666666666665,4,3,3,433,Potential Loyalists,Medium Value
14035,29,5,1428.02,739,285.604,4,4,4,444,Champions,High Value
14036,285,1,626.65,268,626.65,1,1,3,113,Lost Customers,Medium Value
14037,176,2,147.20000000000002,46,73.60000000000001,2,3,1,231,At Risk,Low Value
14038,78,3,1560.38,965,520.1266666666667,2,3,4,234,Big Spenders,High Value
14039,33,1,152.2,92,152.2,3,1,1,311,Regular Customers,Low Value
14040,41,12,3560.32,1544,296.6933333333333,3,5,5,355,Loyal Customers,High Value
